Time,Left Leg (kg),Right Leg (kg),Total (kg),Status,Affected Muscle
26/03/2026 05:07:00,55.58,40.53,96.11,Imbalance,Right Adductor Magnus
26/03/2026 05:07:30,57.12,70.43,127.55,Imbalance,Left Vastus Lateralis
26/03/2026 05:08:00,39.64,30.0,69.64,Imbalance,Right Gluteus Maximus
26/03/2026 05:08:30,30.54,30.0,60.54,Imbalance,Right Gluteus Medius
26/03/2026 05:09:00,60.48,58.89,119.37,Balanced,Balanced
26/03/2026 05:09:30,45.82,30.0,75.82,Imbalance,Right Gluteus Minimus
26/03/2026 05:10:00,37.72,53.63,91.35,Imbalance,Left Semimembranosus
26/03/2026 05:10:30,33.48,50.55,84.03,Imbalance,Left Iliopsoas
26/03/2026 05:11:00,63.44,63.89,127.33,Balanced,Balanced
26/03/2026 05:11:30,78.17,65.17,143.34,Imbalance,Right Vastus Medialis
26/03/2026 05:12:00,50.85,54.3,105.15,Imbalance,Left Gastrocnemius
26/03/2026 05:12:30,43.8,52.89,96.69,Imbalance,Left Vastus Lateralis
26/03/2026 05:13:00,47.62,43.17,90.79,Imbalance,Right Soleus
26/03/2026 05:13:30,75.64,77.36,153.0,Balanced,Balanced
26/03/2026 05:14:00,64.01,59.87,123.88,Imbalance,Right Tibialis Anterior
26/03/2026 05:14:30,54.69,42.08,96.77,Imbalance,Right Semitendinosus
26/03/2026 05:15:00,86.02,67.89,153.91,Imbalance,Right Sartorius
26/03/2026 05:15:30,72.04,71.06,143.1,Balanced,Balanced
26/03/2026 05:16:00,30.12,30.0,60.12,Imbalance,Right Gluteus Medius
26/03/2026 05:16:30,82.06,95.0,177.06,Imbalance,Left Sartorius
26/03/2026 05:17:00,79.13,75.58,154.71,Imbalance,Right Peroneus Longus
26/03/2026 05:17:30,70.82,75.71,146.53,Imbalance,Left Soleus
26/03/2026 05:18:00,48.4,50.06,98.46,Balanced,Balanced
26/03/2026 05:18:30,57.97,52.36,110.33,Imbalance,Right Gastrocnemius
26/03/2026 05:19:00,67.02,65.47,132.49,Balanced,Balanced
26/03/2026 05:19:30,78.11,81.96,160.07,Imbalance,Left Tibialis Anterior
26/03/2026 05:20:00,52.93,52.36,105.29,Balanced,Balanced
26/03/2026 05:20:30,78.69,74.16,152.85,Imbalance,Right Gastrocnemius
26/03/2026 05:21:00,52.4,68.52,120.92,Imbalance,Left Semimembranosus
26/03/2026 05:21:30,65.87,89.96,155.83,Imbalance,Left Biceps Femoris
26/03/2026 05:22:00,86.99,87.21,174.2,Balanced,Balanced
26/03/2026 05:22:30,57.23,44.18,101.41,Imbalance,Right Gracilis
26/03/2026 05:23:00,48.43,47.66,96.09,Balanced,Balanced
26/03/2026 05:23:30,57.65,58.44,116.09,Balanced,Balanced
26/03/2026 05:24:00,85.83,95.0,180.83,Imbalance,Left Gastrocnemius
26/03/2026 05:24:30,51.09,41.21,92.3,Imbalance,Right Rectus Femoris
26/03/2026 05:25:00,62.97,64.03,127.0,Balanced,Balanced
26/03/2026 05:25:30,42.09,40.81,82.9,Balanced,Balanced
26/03/2026 05:26:00,50.6,50.92,101.52,Balanced,Balanced
26/03/2026 05:26:30,36.94,53.28,90.22,Imbalance,Left Gluteus Minimus
26/03/2026 05:27:00,71.95,73.68,145.63,Balanced,Balanced
26/03/2026 05:27:30,47.47,56.79,104.26,Imbalance,Left Vastus Lateralis
26/03/2026 05:28:00,33.92,33.59,67.51,Balanced,Balanced
26/03/2026 05:28:30,81.74,95.0,176.74,Imbalance,Left Vastus Medialis
26/03/2026 05:29:00,34.38,38.61,72.99,Imbalance,Left Tibialis Anterior
26/03/2026 05:29:30,62.82,53.58,116.4,Imbalance,Right Sartorius
26/03/2026 05:30:00,45.5,31.91,77.41,Imbalance,Right Semitendinosus
26/03/2026 05:30:30,32.58,32.93,65.51,Balanced,Balanced
26/03/2026 05:31:00,64.01,65.03,129.04,Balanced,Balanced
26/03/2026 05:31:30,33.89,33.1,66.99,Balanced,Balanced
26/03/2026 05:32:00,41.12,59.08,100.2,Imbalance,Left Adductor Longus
26/03/2026 05:32:30,59.42,57.53,116.95,Balanced,Balanced
26/03/2026 05:33:00,74.96,83.43,158.39,Imbalance,Left Tibialis Anterior
26/03/2026 05:33:30,31.67,49.47,81.14,Imbalance,Left Gluteus Maximus
26/03/2026 05:34:00,86.47,68.58,155.05,Imbalance,Right Vastus Lateralis
26/03/2026 05:34:30,79.07,69.05,148.12,Imbalance,Right Soleus
26/03/2026 05:35:00,35.38,57.28,92.66,Imbalance,Left Gluteus Minimus
26/03/2026 05:35:30,60.08,51.68,111.76,Imbalance,Right Rectus Femoris
26/03/2026 05:36:00,76.16,54.85,131.01,Imbalance,Right Semitendinosus
26/03/2026 05:36:30,36.33,37.29,73.62,Balanced,Balanced
26/03/2026 05:37:00,52.0,55.61,107.61,Imbalance,Left Tibialis Anterior
26/03/2026 05:37:30,67.51,76.53,144.04,Imbalance,Left Tibialis Anterior
26/03/2026 05:38:00,77.31,94.68,171.99,Imbalance,Left Rectus Femoris
26/03/2026 05:38:30,36.69,30.0,66.69,Imbalance,Right Tensor Fasciae Latae
26/03/2026 05:39:00,67.92,57.13,125.05,Imbalance,Right Vastus Lateralis
26/03/2026 05:39:30,62.01,65.94,127.95,Imbalance,Left Soleus
26/03/2026 05:40:00,76.95,76.34,153.29,Balanced,Balanced
26/03/2026 05:40:30,33.2,30.0,63.2,Imbalance,Right Iliopsoas
26/03/2026 05:41:00,50.14,66.01,116.15,Imbalance,Left Adductor Magnus
26/03/2026 05:41:30,75.61,76.37,151.98,Balanced,Balanced
26/03/2026 05:42:00,39.2,30.0,69.2,Imbalance,Right Iliopsoas
26/03/2026 05:42:30,78.7,66.22,144.92,Imbalance,Right Vastus Lateralis
26/03/2026 05:43:00,82.8,78.73,161.53,Imbalance,Right Peroneus Longus
26/03/2026 05:43:30,40.82,30.0,70.82,Imbalance,Right Gluteus Medius
26/03/2026 05:44:00,39.37,30.0,69.37,Imbalance,Right Gluteus Minimus
26/03/2026 05:44:30,75.97,90.19,166.16,Imbalance,Left Rectus Femoris
26/03/2026 05:45:00,67.95,60.48,128.43,Imbalance,Right Peroneus Longus
26/03/2026 05:45:30,89.44,90.48,179.92,Balanced,Balanced
26/03/2026 05:46:00,57.53,57.51,115.04,Balanced,Balanced
26/03/2026 05:46:30,66.25,44.19,110.44,Imbalance,Right Gluteus Maximus
26/03/2026 05:47:00,69.39,85.48,154.87,Imbalance,Left Rectus Femoris
26/03/2026 05:47:30,83.23,87.48,170.71,Imbalance,Left Tibialis Anterior
26/03/2026 05:48:00,71.58,78.47,150.05,Imbalance,Left Soleus
26/03/2026 05:48:30,70.13,91.26,161.39,Imbalance,Left Semitendinosus
26/03/2026 05:49:00,49.49,39.62,89.11,Imbalance,Right Sartorius
26/03/2026 05:49:30,66.51,66.84,133.35,Balanced,Balanced
26/03/2026 05:50:00,36.44,39.89,76.33,Imbalance,Left Soleus
26/03/2026 05:50:30,89.6,89.64,179.24,Balanced,Balanced
26/03/2026 05:51:00,89.43,74.58,164.01,Imbalance,Right Rectus Femoris
26/03/2026 05:51:30,36.61,37.0,73.61,Balanced,Balanced
26/03/2026 05:52:00,79.56,78.46,158.02,Balanced,Balanced
26/03/2026 05:52:30,53.02,51.2,104.22,Balanced,Balanced
26/03/2026 05:53:00,57.54,64.27,121.81,Imbalance,Left Gastrocnemius
26/03/2026 05:53:30,56.05,38.25,94.3,Imbalance,Right Gluteus Minimus
26/03/2026 05:54:00,68.56,70.53,139.09,Balanced,Balanced
26/03/2026 05:54:30,76.31,76.45,152.76,Balanced,Balanced
26/03/2026 05:55:00,61.56,70.02,131.58,Imbalance,Left Gastrocnemius
26/03/2026 05:55:30,42.2,30.0,72.2,Imbalance,Right Gluteus Maximus
26/03/2026 05:56:00,86.97,78.38,165.35,Imbalance,Right Tibialis Anterior
26/03/2026 05:56:30,79.83,89.7,169.53,Imbalance,Left Soleus
26/03/2026 05:57:00,40.89,55.54,96.43,Imbalance,Left Semitendinosus
26/03/2026 05:57:30,52.39,45.96,98.35,Imbalance,Right Peroneus Longus
26/03/2026 05:58:00,85.15,95.0,180.15,Imbalance,Left Vastus Lateralis
26/03/2026 05:58:30,51.36,58.64,110.0,Imbalance,Left Gastrocnemius
26/03/2026 05:59:00,74.5,74.22,148.72,Balanced,Balanced
26/03/2026 05:59:30,51.47,50.05,101.52,Balanced,Balanced
26/03/2026 06:00:00,34.03,30.0,64.03,Imbalance,Right Rectus Femoris
26/03/2026 06:00:30,81.34,59.11,140.45,Imbalance,Right Gracilis
26/03/2026 06:01:00,77.58,65.73,143.31,Imbalance,Right Rectus Femoris
26/03/2026 06:01:30,75.84,60.51,136.35,Imbalance,Right Vastus Medialis
26/03/2026 06:02:00,54.66,37.86,92.52,Imbalance,Right Gluteus Maximus
26/03/2026 06:02:30,35.05,35.68,70.73,Balanced,Balanced
26/03/2026 06:03:00,72.28,82.55,154.83,Imbalance,Left Tibialis Anterior
26/03/2026 06:03:30,76.13,57.72,133.85,Imbalance,Right Gracilis
26/03/2026 06:04:00,84.85,95.0,179.85,Imbalance,Left Sartorius
26/03/2026 06:04:30,66.44,64.58,131.02,Balanced,Balanced
26/03/2026 06:05:00,50.79,74.98,125.77,Imbalance,Left Tensor Fasciae Latae
26/03/2026 06:05:30,79.66,92.39,172.05,Imbalance,Left Vastus Lateralis
26/03/2026 06:06:00,49.18,49.8,98.98,Balanced,Balanced
26/03/2026 06:06:30,30.61,30.0,60.61,Imbalance,Right Peroneus Longus
26/03/2026 06:07:00,68.29,68.32,136.61,Balanced,Balanced
26/03/2026 06:07:30,63.3,61.56,124.86,Balanced,Balanced
26/03/2026 06:08:00,80.77,95.0,175.77,Imbalance,Left Sartorius
26/03/2026 06:08:30,40.43,41.48,81.91,Balanced,Balanced
26/03/2026 06:09:00,49.68,30.0,79.68,Imbalance,Right Gluteus Maximus
26/03/2026 06:09:30,52.16,34.53,86.69,Imbalance,Right Gluteus Medius
26/03/2026 06:10:00,62.2,46.35,108.55,Imbalance,Right Semitendinosus
26/03/2026 06:10:30,84.43,92.61,177.04,Imbalance,Left Peroneus Longus
26/03/2026 06:11:00,84.54,85.69,170.23,Balanced,Balanced
26/03/2026 06:11:30,37.92,36.83,74.75,Balanced,Balanced
26/03/2026 06:12:00,62.52,63.75,126.27,Balanced,Balanced
26/03/2026 06:12:30,52.5,52.47,104.97,Balanced,Balanced
26/03/2026 06:13:00,75.98,67.02,143.0,Imbalance,Right Tibialis Anterior
26/03/2026 06:13:30,59.2,58.72,117.92,Balanced,Balanced
26/03/2026 06:14:00,80.36,95.0,175.36,Imbalance,Left Rectus Femoris
26/03/2026 06:14:30,34.95,35.63,70.58,Balanced,Balanced
26/03/2026 06:15:00,86.55,71.4,157.95,Imbalance,Right Sartorius
26/03/2026 06:15:30,77.48,95.0,172.48,Imbalance,Left Sartorius
26/03/2026 06:16:00,68.0,69.98,137.98,Balanced,Balanced
26/03/2026 06:16:30,40.71,39.28,79.99,Balanced,Balanced
26/03/2026 06:17:00,49.51,59.95,109.46,Imbalance,Left Vastus Lateralis
26/03/2026 06:17:30,47.65,47.23,94.88,Balanced,Balanced
26/03/2026 06:18:00,57.19,57.47,114.66,Balanced,Balanced
26/03/2026 06:18:30,59.59,59.25,118.84,Balanced,Balanced
26/03/2026 06:19:00,78.54,54.21,132.75,Imbalance,Right Gluteus Medius
26/03/2026 06:19:30,39.42,57.79,97.21,Imbalance,Left Gluteus Minimus
26/03/2026 06:20:00,53.37,69.95,123.32,Imbalance,Left Gracilis
26/03/2026 06:20:30,53.25,39.9,93.15,Imbalance,Right Adductor Longus
26/03/2026 06:21:00,69.45,81.72,151.17,Imbalance,Left Vastus Lateralis
26/03/2026 06:21:30,54.98,55.38,110.36,Balanced,Balanced
26/03/2026 06:22:00,43.17,30.0,73.17,Imbalance,Right Gluteus Maximus
26/03/2026 06:22:30,67.97,72.92,140.89,Imbalance,Left Tibialis Anterior
26/03/2026 06:23:00,87.43,76.09,163.52,Imbalance,Right Soleus
26/03/2026 06:23:30,61.4,47.47,108.87,Imbalance,Right Adductor Magnus
26/03/2026 06:24:00,56.71,53.52,110.23,Imbalance,Right Tibialis Anterior
26/03/2026 06:24:30,44.09,46.03,90.12,Balanced,Balanced
26/03/2026 06:25:00,40.16,30.0,70.16,Imbalance,Right Iliopsoas
26/03/2026 06:25:30,30.84,54.24,85.08,Imbalance,Left Tensor Fasciae Latae
26/03/2026 06:26:00,83.03,87.95,170.98,Imbalance,Left Gastrocnemius
26/03/2026 06:26:30,47.38,30.0,77.38,Imbalance,Right Gluteus Minimus
26/03/2026 06:27:00,73.16,73.89,147.05,Balanced,Balanced
26/03/2026 06:27:30,42.56,30.0,72.56,Imbalance,Right Gluteus Maximus
26/03/2026 06:28:00,49.41,49.29,98.7,Balanced,Balanced
26/03/2026 06:28:30,40.61,55.02,95.63,Imbalance,Left Semimembranosus
26/03/2026 06:29:00,62.76,57.46,120.22,Imbalance,Right Tibialis Anterior
26/03/2026 06:29:30,81.53,81.52,163.05,Balanced,Balanced
26/03/2026 06:30:00,70.61,70.81,141.42,Balanced,Balanced
26/03/2026 06:30:30,78.41,62.36,140.77,Imbalance,Right Sartorius
26/03/2026 06:31:00,46.81,46.71,93.52,Balanced,Balanced
26/03/2026 06:31:30,76.57,51.95,128.52,Imbalance,Right Iliopsoas
26/03/2026 06:32:00,59.54,37.48,97.02,Imbalance,Right Gluteus Maximus
26/03/2026 06:32:30,40.99,42.94,83.93,Balanced,Balanced
26/03/2026 06:33:00,74.63,75.57,150.2,Balanced,Balanced
26/03/2026 06:33:30,55.76,56.66,112.42,Balanced,Balanced
26/03/2026 06:34:00,71.25,70.36,141.61,Balanced,Balanced
26/03/2026 06:34:30,80.7,64.14,144.84,Imbalance,Right Vastus Lateralis
26/03/2026 06:35:00,45.46,43.72,89.18,Balanced,Balanced
26/03/2026 06:35:30,43.1,30.0,73.1,Imbalance,Right Tensor Fasciae Latae
26/03/2026 06:36:00,41.43,30.0,71.43,Imbalance,Right Gluteus Maximus
26/03/2026 06:36:30,65.31,63.75,129.06,Balanced,Balanced
26/03/2026 06:37:00,72.64,95.0,167.64,Imbalance,Left Semimembranosus
26/03/2026 06:37:30,50.13,50.21,100.34,Balanced,Balanced
26/03/2026 06:38:00,87.16,95.0,182.16,Imbalance,Left Vastus Medialis
26/03/2026 06:38:30,43.07,60.96,104.03,Imbalance,Left Adductor Longus
26/03/2026 06:39:00,45.74,66.63,112.37,Imbalance,Left Iliopsoas
26/03/2026 06:39:30,72.98,58.65,131.63,Imbalance,Right Rectus Femoris
26/03/2026 06:40:00,82.58,84.22,166.8,Balanced,Balanced
26/03/2026 06:40:30,32.09,49.85,81.94,Imbalance,Left Gluteus Minimus
26/03/2026 06:41:00,59.93,59.22,119.15,Balanced,Balanced
26/03/2026 06:41:30,68.21,67.74,135.95,Balanced,Balanced
26/03/2026 06:42:00,49.95,48.22,98.17,Balanced,Balanced
26/03/2026 06:42:30,89.8,95.0,184.8,Imbalance,Left Rectus Femoris
26/03/2026 06:43:00,53.41,52.63,106.04,Balanced,Balanced
26/03/2026 06:43:30,47.89,41.85,89.74,Imbalance,Right Peroneus Longus
26/03/2026 06:44:00,65.27,64.71,129.98,Balanced,Balanced
26/03/2026 06:44:30,82.98,69.25,152.23,Imbalance,Right Sartorius
26/03/2026 06:45:00,88.55,95.0,183.55,Imbalance,Left Vastus Lateralis
26/03/2026 06:45:30,49.06,71.77,120.83,Imbalance,Left Gluteus Maximus
26/03/2026 06:46:00,67.44,46.47,113.91,Imbalance,Right Iliopsoas
26/03/2026 06:46:30,74.15,95.0,169.15,Imbalance,Left Gracilis
26/03/2026 06:47:00,74.8,90.1,164.9,Imbalance,Left Vastus Lateralis
26/03/2026 06:47:30,31.41,31.97,63.38,Balanced,Balanced
26/03/2026 06:48:00,82.09,83.82,165.91,Balanced,Balanced
26/03/2026 06:48:30,49.03,67.24,116.27,Imbalance,Left Gracilis
26/03/2026 06:49:00,89.03,73.26,162.29,Imbalance,Right Vastus Medialis
26/03/2026 06:49:30,57.3,77.18,134.48,Imbalance,Left Gracilis
26/03/2026 06:50:00,87.72,88.34,176.06,Balanced,Balanced
26/03/2026 06:50:30,34.72,39.48,74.2,Imbalance,Left Tibialis Anterior
26/03/2026 06:51:00,61.43,77.26,138.69,Imbalance,Left Vastus Lateralis
26/03/2026 06:51:30,47.66,47.73,95.39,Balanced,Balanced
26/03/2026 06:52:00,36.51,38.45,74.96,Balanced,Balanced
26/03/2026 06:52:30,86.06,81.16,167.22,Imbalance,Right Peroneus Longus
26/03/2026 06:53:00,82.64,71.02,153.66,Imbalance,Right Vastus Medialis
26/03/2026 06:53:30,37.77,30.0,67.77,Imbalance,Right Semitendinosus
26/03/2026 06:54:00,87.69,89.16,176.85,Balanced,Balanced
26/03/2026 06:54:30,44.76,30.0,74.76,Imbalance,Right Gluteus Maximus
26/03/2026 06:55:00,42.95,60.4,103.35,Imbalance,Left Gracilis
26/03/2026 06:55:30,60.94,60.05,120.99,Balanced,Balanced
26/03/2026 06:56:00,77.1,64.64,141.74,Imbalance,Right Vastus Lateralis
26/03/2026 06:56:30,60.82,60.28,121.1,Balanced,Balanced
26/03/2026 06:57:00,46.67,45.58,92.25,Balanced,Balanced
26/03/2026 06:57:30,31.76,30.09,61.85,Balanced,Balanced
26/03/2026 06:58:00,68.06,79.14,147.2,Imbalance,Left Sartorius
26/03/2026 06:58:30,47.83,49.27,97.1,Balanced,Balanced
26/03/2026 06:59:00,78.79,69.9,148.69,Imbalance,Right Gastrocnemius
26/03/2026 06:59:30,33.29,30.0,63.29,Imbalance,Right Gluteus Medius
26/03/2026 07:00:00,87.67,89.36,177.03,Balanced,Balanced
26/03/2026 07:00:30,62.25,83.42,145.67,Imbalance,Left Semimembranosus
26/03/2026 07:01:00,86.94,87.09,174.03,Balanced,Balanced
26/03/2026 07:01:30,58.07,50.42,108.49,Imbalance,Right Rectus Femoris
26/03/2026 07:02:00,41.16,30.0,71.16,Imbalance,Right Tensor Fasciae Latae
26/03/2026 07:02:30,58.5,60.22,118.72,Balanced,Balanced
26/03/2026 07:03:00,63.1,53.53,116.63,Imbalance,Right Rectus Femoris
26/03/2026 07:03:30,59.12,76.13,135.25,Imbalance,Left Biceps Femoris
26/03/2026 07:04:00,40.5,41.29,81.79,Balanced,Balanced
26/03/2026 07:04:30,68.95,70.14,139.09,Balanced,Balanced
26/03/2026 07:05:00,70.98,64.36,135.34,Imbalance,Right Soleus
26/03/2026 07:05:30,75.88,93.65,169.53,Imbalance,Left Sartorius
26/03/2026 07:06:00,33.03,30.0,63.03,Imbalance,Right Gluteus Maximus
26/03/2026 07:06:30,41.0,33.64,74.64,Imbalance,Right Rectus Femoris
26/03/2026 07:07:00,68.94,73.21,142.15,Imbalance,Left Soleus
26/03/2026 07:07:30,64.58,51.32,115.9,Imbalance,Right Rectus Femoris
26/03/2026 07:08:00,69.95,91.84,161.79,Imbalance,Left Biceps Femoris
26/03/2026 07:08:30,84.97,86.33,171.3,Balanced,Balanced
26/03/2026 07:09:00,71.01,77.55,148.56,Imbalance,Left Soleus
26/03/2026 07:09:30,35.08,30.0,65.08,Imbalance,Right Gluteus Medius
26/03/2026 07:10:00,82.23,95.0,177.23,Imbalance,Left Biceps Femoris
26/03/2026 07:10:30,58.91,49.27,108.18,Imbalance,Right Vastus Medialis
26/03/2026 07:11:00,45.5,33.97,79.47,Imbalance,Right Gracilis
26/03/2026 07:11:30,70.25,45.62,115.87,Imbalance,Right Iliopsoas
26/03/2026 07:12:00,55.46,55.22,110.68,Balanced,Balanced
26/03/2026 07:12:30,62.08,63.01,125.09,Balanced,Balanced
26/03/2026 07:13:00,72.13,79.76,151.89,Imbalance,Left Tibialis Anterior
26/03/2026 07:13:30,82.46,57.83,140.29,Imbalance,Right Adductor Magnus
26/03/2026 07:14:00,47.92,62.6,110.52,Imbalance,Left Adductor Magnus
26/03/2026 07:14:30,44.56,46.55,91.11,Balanced,Balanced
26/03/2026 07:15:00,73.65,89.37,163.02,Imbalance,Left Rectus Femoris
26/03/2026 07:15:30,56.32,74.63,130.95,Imbalance,Left Gracilis
26/03/2026 07:16:00,47.26,47.15,94.41,Balanced,Balanced
26/03/2026 07:16:30,57.76,61.87,119.63,Imbalance,Left Gastrocnemius
26/03/2026 07:17:00,52.18,39.21,91.39,Imbalance,Right Gracilis
26/03/2026 07:17:30,73.5,73.61,147.11,Balanced,Balanced
26/03/2026 07:18:00,35.5,30.0,65.5,Imbalance,Right Gluteus Medius
26/03/2026 07:18:30,69.03,68.23,137.26,Balanced,Balanced
26/03/2026 07:19:00,67.6,68.62,136.22,Balanced,Balanced
26/03/2026 07:19:30,49.42,65.45,114.87,Imbalance,Left Biceps Femoris
26/03/2026 07:20:00,43.06,44.83,87.89,Balanced,Balanced
26/03/2026 07:20:30,56.45,56.52,112.97,Balanced,Balanced
26/03/2026 07:21:00,73.93,89.62,163.55,Imbalance,Left Rectus Femoris
26/03/2026 07:21:30,71.2,69.8,141.0,Balanced,Balanced
26/03/2026 07:22:00,58.48,41.12,99.6,Imbalance,Right Semitendinosus
26/03/2026 07:22:30,74.95,75.75,150.7,Balanced,Balanced
26/03/2026 07:23:00,55.73,46.27,102.0,Imbalance,Right Vastus Lateralis
26/03/2026 07:23:30,34.18,47.34,81.52,Imbalance,Left Adductor Magnus
26/03/2026 07:24:00,80.89,79.79,160.68,Balanced,Balanced
26/03/2026 07:24:30,53.63,34.22,87.85,Imbalance,Right Gluteus Medius
26/03/2026 07:25:00,65.38,59.99,125.37,Imbalance,Right Gastrocnemius
26/03/2026 07:25:30,78.35,68.09,146.44,Imbalance,Right Rectus Femoris
26/03/2026 07:26:00,68.7,76.62,145.32,Imbalance,Left Soleus
26/03/2026 07:26:30,40.63,60.97,101.6,Imbalance,Left Tensor Fasciae Latae
26/03/2026 07:27:00,35.81,37.41,73.22,Balanced,Balanced
26/03/2026 07:27:30,64.03,64.75,128.78,Balanced,Balanced
26/03/2026 07:28:00,32.47,31.7,64.17,Balanced,Balanced
26/03/2026 07:28:30,68.51,49.21,117.72,Imbalance,Right Semitendinosus
26/03/2026 07:29:00,89.7,95.0,184.7,Imbalance,Left Vastus Medialis
26/03/2026 07:29:30,46.63,45.75,92.38,Balanced,Balanced
26/03/2026 07:30:00,70.54,90.44,160.98,Imbalance,Left Semimembranosus
26/03/2026 07:30:30,79.7,95.0,174.7,Imbalance,Left Rectus Femoris
26/03/2026 07:31:00,48.44,50.4,98.84,Balanced,Balanced
26/03/2026 07:31:30,73.11,74.19,147.3,Balanced,Balanced
26/03/2026 07:32:00,70.13,93.06,163.19,Imbalance,Left Adductor Longus
26/03/2026 07:32:30,83.43,75.82,159.25,Imbalance,Right Peroneus Longus
26/03/2026 07:33:00,80.88,92.29,173.17,Imbalance,Left Peroneus Longus
26/03/2026 07:33:30,81.51,85.06,166.57,Imbalance,Left Tibialis Anterior
26/03/2026 07:34:00,89.89,80.37,170.26,Imbalance,Right Tibialis Anterior
26/03/2026 07:34:30,74.43,81.26,155.69,Imbalance,Left Peroneus Longus
26/03/2026 07:35:00,49.92,54.37,104.29,Imbalance,Left Tibialis Anterior
26/03/2026 07:35:30,83.33,83.1,166.43,Balanced,Balanced
26/03/2026 07:36:00,43.36,33.08,76.44,Imbalance,Right Gracilis
26/03/2026 07:36:30,75.59,75.33,150.92,Balanced,Balanced
26/03/2026 07:37:00,66.17,57.08,123.25,Imbalance,Right Vastus Medialis
26/03/2026 07:37:30,72.9,60.33,133.23,Imbalance,Right Vastus Lateralis
26/03/2026 07:38:00,45.43,39.25,84.68,Imbalance,Right Sartorius
26/03/2026 07:38:30,75.45,83.8,159.25,Imbalance,Left Peroneus Longus
26/03/2026 07:39:00,64.31,68.54,132.85,Imbalance,Left Peroneus Longus
26/03/2026 07:39:30,86.48,87.09,173.57,Balanced,Balanced
26/03/2026 07:40:00,52.51,51.95,104.46,Balanced,Balanced
26/03/2026 07:40:30,77.36,79.09,156.45,Balanced,Balanced
26/03/2026 07:41:00,84.13,73.77,157.9,Imbalance,Right Peroneus Longus
26/03/2026 07:41:30,58.07,79.07,137.14,Imbalance,Left Biceps Femoris
26/03/2026 07:42:00,59.39,37.07,96.46,Imbalance,Right Iliopsoas
26/03/2026 07:42:30,89.39,95.0,184.39,Imbalance,Left Sartorius
26/03/2026 07:43:00,62.26,86.15,148.41,Imbalance,Left Adductor Longus
26/03/2026 07:43:30,50.55,54.9,105.45,Imbalance,Left Peroneus Longus
26/03/2026 07:44:00,66.12,86.03,152.15,Imbalance,Left Semimembranosus
26/03/2026 07:44:30,68.55,58.15,126.7,Imbalance,Right Sartorius
26/03/2026 07:45:00,36.89,38.0,74.89,Balanced,Balanced
26/03/2026 07:45:30,46.34,44.69,91.03,Balanced,Balanced
26/03/2026 07:46:00,47.3,45.93,93.23,Balanced,Balanced
26/03/2026 07:46:30,81.45,81.67,163.12,Balanced,Balanced
26/03/2026 07:47:00,49.7,63.87,113.57,Imbalance,Left Adductor Longus
26/03/2026 07:47:30,57.09,61.63,118.72,Imbalance,Left Peroneus Longus
26/03/2026 07:48:00,54.89,54.67,109.56,Balanced,Balanced
26/03/2026 07:48:30,89.51,76.28,165.79,Imbalance,Right Vastus Medialis
26/03/2026 07:49:00,78.21,70.63,148.84,Imbalance,Right Peroneus Longus
26/03/2026 07:49:30,36.73,37.82,74.55,Balanced,Balanced
26/03/2026 07:50:00,33.29,31.99,65.28,Balanced,Balanced
26/03/2026 07:50:30,32.47,36.2,68.67,Imbalance,Left Soleus
26/03/2026 07:51:00,84.45,83.85,168.3,Balanced,Balanced
26/03/2026 07:51:30,56.97,80.36,137.33,Imbalance,Left Semimembranosus
26/03/2026 07:52:00,36.12,35.82,71.94,Balanced,Balanced
26/03/2026 07:52:30,46.13,44.64,90.77,Balanced,Balanced
26/03/2026 07:53:00,50.56,49.05,99.61,Balanced,Balanced
26/03/2026 07:53:30,70.72,82.24,152.96,Imbalance,Left Vastus Lateralis
26/03/2026 07:54:00,80.03,95.0,175.03,Imbalance,Left Semimembranosus
26/03/2026 07:54:30,58.83,47.32,106.15,Imbalance,Right Rectus Femoris
26/03/2026 07:55:00,81.14,81.03,162.17,Balanced,Balanced
26/03/2026 07:55:30,51.63,50.52,102.15,Balanced,Balanced
26/03/2026 07:56:00,88.54,72.97,161.51,Imbalance,Right Vastus Lateralis
26/03/2026 07:56:30,69.32,67.32,136.64,Balanced,Balanced
26/03/2026 07:57:00,72.47,56.55,129.02,Imbalance,Right Semitendinosus
26/03/2026 07:57:30,44.48,65.35,109.83,Imbalance,Left Gluteus Maximus
26/03/2026 07:58:00,43.62,43.75,87.37,Balanced,Balanced
26/03/2026 07:58:30,42.96,30.0,72.96,Imbalance,Right Gluteus Minimus
26/03/2026 07:59:00,30.8,31.71,62.51,Balanced,Balanced
26/03/2026 07:59:30,55.72,56.12,111.84,Balanced,Balanced
26/03/2026 08:00:00,66.21,73.47,139.68,Imbalance,Left Soleus
26/03/2026 08:00:30,88.08,78.58,166.66,Imbalance,Right Gastrocnemius
26/03/2026 08:01:00,67.16,65.45,132.61,Balanced,Balanced
26/03/2026 08:01:30,87.12,64.2,151.32,Imbalance,Right Semimembranosus
26/03/2026 08:02:00,89.09,82.89,171.98,Imbalance,Right Peroneus Longus
26/03/2026 08:02:30,52.74,48.04,100.78,Imbalance,Right Tibialis Anterior
26/03/2026 08:03:00,54.62,46.31,100.93,Imbalance,Right Rectus Femoris
26/03/2026 08:03:30,70.64,71.56,142.2,Balanced,Balanced
26/03/2026 08:04:00,51.13,67.33,118.46,Imbalance,Left Biceps Femoris
26/03/2026 08:04:30,65.34,65.56,130.9,Balanced,Balanced
